pre,post,synapse_type,weight
ADAL,ADAL,chemical,6
ADAL,ADLL,chemical,2
ADAL,AIAL,chemical,2
ADAL,AIBL,chemical,2
ADAL,AIBR,chemical,2
ADAL,AVAL,chemical,3
ADAL,AVAR,chemical,7
ADAL,AVBL,chemical,5
ADAL,AVBR,chemical,21
ADAL,AVDL,chemical,1
ADAL,AVDR,chemical,2
ADAL,AVEL,chemical,3
ADAL,AVJR,chemical,11
ADAL,PVPL,chemical,1
ADAL,RICL,chemical,3
ADAL,RICR,chemical,1
ADAL,RIML,chemical,9
ADAL,RIPL,chemical,4
ADAL,SMDVR,chemical,3
ADAL,URAVL,chemical,1
ADAL,URXL,chemical,2
ADAR,AIBL,chemical,1
ADAR,AIBR,chemical,3
ADAR,ASHR,chemical,2
ADAR,AVAR,chemical,8
ADAR,AVBL,chemical,8
ADAR,AVBR,chemical,15
ADAR,AVDL,chemical,2
ADAR,AVDR,chemical,3
ADAR,AVEL,chemical,1
ADAR,AVJL,chemical,13
ADAR,PVR,chemical,6
ADAR,RIFR,chemical,1
ADAR,RIMR,chemical,15
ADAR,RIPR,chemical,9
ADAR,RIVR,chemical,5
ADAR,SMDVL,chemical,1
ADAR,URXR,chemical,2
ADAR,URYDR,chemical,2
ADEL,ADAL,chemical,1
ADEL,ADEL,chemical,2
ADEL,ADER,chemical,5
ADEL,ALML,chemical,1
ADEL,AVAL,chemical,7
ADEL,AVAR,chemical,9
ADEL,AVDL,chemical,2
ADEL,AVEL,chemical,3
ADEL,AVHL,chemical,2
ADEL,AVL,chemical,1
ADEL,BDUL,chemical,1
ADEL,CEPDL,chemical,1
ADEL,CEPVL,chemical,1
ADEL,FLPL,chemical,4
ADEL,IL1L,chemical,3
ADEL,IL2L,chemical,5
ADEL,MDL03,chemical,1
ADEL,MDL05,chemical,1
ADEL,MVL01,chemical,4
ADEL,OLLL,chemical,6
ADEL,RIAL,chemical,2
ADEL,RIFL,chemical,1
ADEL,RIGL,chemical,18
ADEL,RIGR,chemical,15
ADEL,RIH,chemical,3
ADEL,RIVL,chemical,2
ADEL,RIVR,chemical,2
ADEL,RMDL,chemical,11
ADEL,RMER,chemical,1
ADEL,RMGL,chemical,7
ADEL,RMHL,chemical,1
ADEL,RMHR,chemical,2
ADEL,SAADR,chemical,1
ADEL,SIADR,chemical,2
ADEL,SIBDR,chemical,2
ADEL,SMBDR,chemical,1
ADEL,SMBVL,chemical,2
ADEL,URBL,chemical,2
ADEL,VB1,chemical,2
ADEL,hyp,chemical,2
ADER,ADAR,chemical,1
ADER,ADEL,chemical,3
ADER,ALNR,chemical,1
ADER,ASIR,chemical,1
ADER,AVAL,chemical,9
ADER,AVAR,chemical,4
ADER,AVDR,chemical,5
ADER,AVER,chemical,4
ADER,AVJR,chemical,1
ADER,CEPDR,chemical,5
ADER,CEPVR,chemical,1
ADER,CEPshDR,chemical,1
ADER,FLPL,chemical,1
ADER,FLPR,chemical,4
ADER,IL1R,chemical,1
ADER,IL2R,chemical,1
ADER,MDR04,chemical,1
ADER,OLLR,chemical,3
ADER,RIAR,chemical,1
ADER,RIGL,chemical,12
ADER,RIGR,chemical,11
ADER,RMDL,chemical,1
ADER,RMDR,chemical,6
ADER,RMGR,chemical,5
ADER,SMDVR,chemical,1
ADER,URBR,chemical,1
ADER,URXR,chemical,2
ADFL,ADAL,chemical,2
ADFL,ADLL,chemical,1
ADFL,AFDL,chemical,1
ADFL,AIAL,chemical,2
ADFL,AIBL,chemical,2
ADFL,AIBR,chemical,1
ADFL,AIZL,chemical,39
ADFL,AUAL,chemical,12
ADFL,AWBL,chemical,2
ADFL,AWCR,chemical,2
ADFL,RIAL,chemical,46
ADFL,RIBL,chemical,4
ADFL,RIGL,chemical,4
ADFL,RIGR,chemical,1
ADFL,RIR,chemical,4
ADFL,RIVL,chemical,1
ADFL,SMBDL,chemical,1
ADFL,SMBVL,chemical,9
ADFL,SMDVL,chemical,1
ADFL,URXL,chemical,1
ADFR,ADAR,chemical,4
ADFR,ADFR,chemical,1
ADFR,AFDR,chemical,1
ADFR,AIYR,chemical,2
ADFR,AIZR,chemical,37
ADFR,ASHR,chemical,6
ADFR,AUAR,chemical,9
ADFR,AVHL,chemical,1
ADFR,AWAR,chemical,1
ADFR,AWBR,chemical,4
ADFR,AWCR,chemical,1
ADFR,BAGL,chemical,6
ADFR,OLQVR,chemical,1
ADFR,PVPR,chemical,1
ADFR,RIAR,chemical,61
ADFR,RIGR,chemical,24
ADFR,RIH,chemical,2
ADFR,RIR,chemical,7
ADFR,SMBDR,chemical,2
ADFR,SMBVR,chemical,19
ADFR,URXR,chemical,10
ADFR,URYVR,chemical,2
ADLL,ADAL,chemical,1
ADLL,AIAL,chemical,19
ADLL,AIBL,chemical,26
ADLL,ALA,chemical,5
ADLL,ASEL,chemical,1
ADLL,ASER,chemical,12
ADLL,ASGL,chemical,2
ADLL,ASHL,chemical,6
ADLL,AVAL,chemical,9
ADLL,AVAR,chemical,5
ADLL,AVBL,chemical,12
ADLL,AVDL,chemical,4
ADLL,AVDR,chemical,15
ADLL,AVJL,chemical,3
ADLL,AVJR,chemical,9
ADLL,AWAL,chemical,1
ADLL,AWBL,chemical,3
ADLL,AWCL,chemical,2
ADLL,OLQVL,chemical,2
ADLL,RIAL,chemical,1
ADLL,RIGL,chemical,1
ADLL,RIPL,chemical,3
ADLL,RIR,chemical,1
ADLL,SMBVL,chemical,5
ADLR,ADAR,chemical,1
ADLR,ADLR,chemical,3
ADLR,AIAR,chemical,22
ADLR,AIBR,chemical,27
ADLR,ASER,chemical,2
ADLR,ASHR,chemical,4
ADLR,AVAR,chemical,8
ADLR,AVBL,chemical,3
ADLR,AVBR,chemical,7
ADLR,AVDL,chemical,26
ADLR,AVDR,chemical,3
ADLR,AVJL,chemical,2
ADLR,AVJR,chemical,3
ADLR,AWCR,chemical,7
ADLR,CEPVR,chemical,1
ADLR,OLLR,chemical,1
ADLR,OLQVR,chemical,1
ADLR,PVCL,chemical,3
ADLR,RICL,chemical,1
ADLR,RICR,chemical,5
ADLR,RIFR,chemical,2
ADLR,RIPR,chemical,2
ADLR,SIBVL,chemical,2
ADLR,SMBVR,chemical,5
ADLR,URBR,chemical,6
ADLR,URXR,chemical,8
AFDL,AFDL,chemical,1
AFDL,AIBL,chemical,1
AFDL,AINR,chemical,3
AFDL,AIYL,chemical,25
AFDL,ASEL,chemical,1
AFDL,ASER,chemical,1
AFDL,AWBL,chemical,4
AFDR,AFDL,chemical,1
AFDR,AIYR,chemical,29
AFDR,ASEL,chemical,1
AFDR,ASER,chemical,4
AIAL,ADAL,chemical,1
AIAL,ADFL,chemical,2
AIAL,ADLL,chemical,1
AIAL,AIBL,chemical,35
AIAL,AIML,chemical,6
AIAL,AIZL,chemical,4
AIAL,ASEL,chemical,5
AIAL,ASER,chemical,10
AIAL,ASGL,chemical,1
AIAL,ASHL,chemical,1
AIAL,ASJL,chemical,4
AIAL,ASKL,chemical,9
AIAL,AWCL,chemical,1
AIAL,AWCR,chemical,6
AIAL,PVQL,chemical,1
AIAL,RIFL,chemical,10
AIAL,RIR,chemical,2
AIAL,RMGL,chemical,2
AIAR,ADAR,chemical,4
AIAR,ADLR,chemical,10
AIAR,AIAR,chemical,1
AIAR,AIBR,chemical,33
AIAR,AIZR,chemical,2
AIAR,ASER,chemical,5
AIAR,ASGR,chemical,5
AIAR,ASIR,chemical,2
AIAR,ASKR,chemical,1
AIAR,AWAR,chemical,4
AIAR,AWCL,chemical,6
AIAR,AWCR,chemical,6
AIAR,RIFR,chemical,10
AIBL,AIBL,chemical,2
AIBL,AIZR,chemical,7
AIBL,ASHL,chemical,1
AIBL,ASHR,chemical,3
AIBL,AVAL,chemical,5
AIBL,AVBL,chemical,21
AIBL,AVEL,chemical,1
AIBL,FLPL,chemical,1
AIBL,RIBR,chemical,16
AIBL,RIFL,chemical,1
AIBL,RIGR,chemical,5
AIBL,RIML,chemical,1
AIBL,RIMR,chemical,56
AIBL,RMFR,chemical,6
AIBL,SAADL,chemical,6
AIBL,SAADR,chemical,10
AIBL,SAAVL,chemical,3
AIBL,SAAVR,chemical,1
AIBL,SIADR,chemical,2
AIBL,SIAVR,chemical,2
AIBL,SIBVR,chemical,2
AIBL,SMDDR,chemical,16
AIBL,SMDVR,chemical,4
AIBR,ADLR,chemical,1
AIBR,AIAR,chemical,1
AIBR,AIYR,chemical,1
AIBR,AQR,chemical,1
AIBR,AUAL,chemical,1
AIBR,AVAR,chemical,2
AIBR,AVBR,chemical,13
AIBR,AVEL,chemical,4
AIBR,AWCR,chemical,1
AIBR,DVA,chemical,1
AIBR,RIAL,chemical,2
AIBR,RIBL,chemical,11
AIBR,RICR,chemical,1
AIBR,RIGL,chemical,1
AIBR,RIML,chemical,47
AIBR,RIMR,chemical,5
AIBR,RMFL,chemical,1
AIBR,SAADL,chemical,2
AIBR,SAADR,chemical,2
AIBR,SAAVR,chemical,1
AIBR,SIADL,chemical,1
AIBR,SIBDL,chemical,1
AIBR,SIBDR,chemical,1
AIBR,SMDDL,chemical,17
AIBR,SMDVL,chemical,7
AIBR,VB1,chemical,3
AIML,AIAL,chemical,11
AIML,ALML,chemical,1
AIML,ASGL,chemical,8
AIML,ASJL,chemical,2
AIML,ASKL,chemical,7
AIML,AVDL,chemical,1
AIML,AVFL,chemical,5
AIML,AVFR,chemical,4
AIML,AVHL,chemical,2
AIML,AVHR,chemical,1
AIML,AVJL,chemical,1
AIML,CEPDL,chemical,3
AIML,CEPshDL,chemical,2
AIML,CEPshVL,chemical,1
AIML,PVQL,chemical,1
AIML,RID,chemical,2
AIML,RIFL,chemical,2
AIML,RMGL,chemical,3
AIML,SMBVL,chemical,4
AIML,URXL,chemical,1
AIMR,ADFR,chemical,2
AIMR,AIAR,chemical,10
AIMR,AIMR,chemical,1
AIMR,ALA,chemical,2
AIMR,ASGR,chemical,6
AIMR,ASJR,chemical,4
AIMR,ASKR,chemical,4
AIMR,AVAR,chemical,1
AIMR,AVDR,chemical,2
AIMR,AVFL,chemical,3
AIMR,AVFR,chemical,4
AIMR,AVHR,chemical,2
AIMR,AVJR,chemical,1
AIMR,BDUR,chemical,2
AIMR,CEPVR,chemical,1
AIMR,HSNL,chemical,3
AIMR,HSNR,chemical,3
AIMR,OLQDR,chemical,1
AIMR,PVNR,chemical,1
AIMR,RIFR,chemical,3
AIMR,RMDR,chemical,1
AIMR,RMGR,chemical,4
AIMR,URXR,chemical,5
AINL,AFDR,chemical,10
AINL,AIAR,chemical,1
AINL,ASEL,chemical,1
AINL,ASGR,chemical,1
AINL,ASIL,chemical,11
AINL,AUAR,chemical,2
AINL,BAGL,chemical,5
AINL,CEPshVR,chemical,2
AINL,RIBL,chemical,2
AINL,RIBR,chemical,3
AINL,RID,chemical,2
AINL,RMDVL,chemical,3
AINL,RMFL,chemical,1
AINL,SAAVL,chemical,3
AINL,hyp,chemical,1
AINR,AFDL,chemical,9
AINR,AFDR,chemical,3
AINR,AIAL,chemical,2
AINR,AIBL,chemical,2
AINR,AINL,chemical,1
AINR,AINR,chemical,1
AINR,ASEL,chemical,1
AINR,ASER,chemical,3
AINR,ASGL,chemical,1
AINR,AUAL,chemical,1
AINR,AUAR,chemical,2
AINR,AWCL,chemical,2
AINR,BAGR,chemical,9
AINR,CEPDL,chemical,2
AINR,CEPshDL,chemical,4
AINR,RIBL,chemical,8
AINR,RID,chemical,2
AINR,URXL,chemical,2
AINR,URXR,chemical,2
AIYL,AFDL,chemical,2
AIYL,AIBL,chemical,3
AIYL,AIZL,chemical,67
AIYL,ASER,chemical,1
AIYL,AWAL,chemical,14
AIYL,AWCL,chemical,5
AIYL,AWCR,chemical,3
AIYL,HSNR,chemical,1
AIYL,RIAL,chemical,51
AIYL,RIBL,chemical,42
AIYL,RIH,chemical,1
AIYL,RIR,chemical,1
AIYR,ADFR,chemical,1
AIYR,AFDR,chemical,1
AIYR,AINL,chemical,1
AIYR,AIYL,chemical,7
AIYR,AIZR,chemical,70
AIYR,ASEL,chemical,2
AIYR,ASER,chemical,4
AIYR,ASGR,chemical,2
AIYR,AWAR,chemical,1
AIYR,AWBR,chemical,1
AIYR,BAGR,chemical,1
AIYR,RIAR,chemical,50
AIYR,RIBR,chemical,60
AIYR,RIVR,chemical,1
AIZL,ADFL,chemical,1
AIZL,AFDL,chemical,1
AIZL,AIAL,chemical,12
AIZL,AIBL,chemical,10
AIZL,AIBR,chemical,53
AIZL,ASEL,chemical,4
AIZL,AVEL,chemical,3
AIZL,AVER,chemical,26
AIZL,AVKR,chemical,4
AIZL,AWCR,chemical,2
AIZL,DVA,chemical,1
AIZL,MVL07,chemical,1
AIZL,RIAL,chemical,29
AIZL,RICR,chemical,11
AIZL,RIGL,chemical,4
AIZL,RIML,chemical,35
AIZL,SMBDL,chemical,24
AIZL,SMBVL,chemical,21
AIZL,SMDVL,chemical,3
AIZL,URYDL,chemical,3
AIZL,VB2,chemical,1
AIZR,ADFR,chemical,1
AIZR,AIAR,chemical,5
AIZR,AIBL,chemical,50
AIZR,AIBR,chemical,3
AIZR,ASER,chemical,2
AIZR,AVEL,chemical,28
AIZR,AVER,chemical,1
AIZR,AWAR,chemical,1
AIZR,AWCR,chemical,2
AIZR,DVA,chemical,3
AIZR,RIAR,chemical,25
AIZR,RIMR,chemical,34
AIZR,SIADR,chemical,1
AIZR,SMBDR,chemical,17
AIZR,SMBVR,chemical,10
AIZR,SMDDR,chemical,4
ALA,ASJR,chemical,4
ALA,AVDR,chemical,1
ALA,AVEL,chemical,8
ALA,AVER,chemical,4
ALA,CANL,chemical,30
ALA,CANR,chemical,30
ALA,CEPshDL,chemical,3
ALA,PVDL,chemical,75
ALA,PVDR,chemical,75
ALA,RIAR,chemical,2
ALA,RMDR,chemical,3
ALA,exc_cell,chemical,15
ALA,hyp,chemical,18
ALML,AIML,chemical,1
ALML,ALML,chemical,1
ALML,AVDR,chemical,3
ALML,AVEL,chemical,3
ALML,BDUL,chemical,15
ALML,CEPDL,chemical,2
ALML,CEPVL,chemical,3
ALML,PVCL,chemical,11
ALML,PVCR,chemical,4
ALML,RICL,chemical,2
ALML,RICR,chemical,3
ALML,RIFL,chemical,2
ALML,RMDDR,chemical,1
ALML,RMGL,chemical,3
ALML,SDQL,chemical,2
ALML,SMBDR,chemical,2
ALML,hyp,chemical,1
ALMR,BDUR,chemical,14
ALMR,CEPDR,chemical,1
ALMR,CEPVR,chemical,3
ALMR,PVCR,chemical,10
ALMR,RMDDL,chemical,1
ALMR,SIADL,chemical,1
ALMR,SMDDL,chemical,1
ALMR,URBR,chemical,1
ALNL,RIAL,chemical,1
ALNL,RMDDR,chemical,1
ALNL,RMGL,chemical,1
ALNL,RMHL,chemical,1
ALNL,SAAVL,chemical,8
ALNL,SIADR,chemical,1
ALNL,SMBDR,chemical,7
ALNL,SMDVL,chemical,1
ALNR,ADER,chemical,1
ALNR,AVAL,chemical,6
ALNR,RIML,chemical,5
ALNR,SAAVR,chemical,6
ALNR,SMBDL,chemical,4
ALNR,SMDDR,chemical,1
ALNR,SMDVL,chemical,2
AQR,AVAL,chemical,4
AQR,AVAR,chemical,6
AQR,AVBL,chemical,7
AQR,AVBR,chemical,12
AQR,AVDL,chemical,3
AQR,AVDR,chemical,2
AQR,AVJL,chemical,3
AQR,BAGL,chemical,8
AQR,BAGR,chemical,5
AQR,DVA,chemical,6
AQR,PVCL,chemical,1
AQR,PVCR,chemical,4
AQR,PVPL,chemical,3
AQR,PVPR,chemical,1
AQR,RIAL,chemical,8
AQR,RIAR,chemical,4
AQR,RIGL,chemical,1
AQR,RIR,chemical,1
AQR,URXL,chemical,5
AS1,AS1,chemical,3
AS1,DA1,chemical,8
AS1,DB1,chemical,3
AS1,DD1,chemical,2
AS1,MDL06,chemical,4
AS1,MDL07,chemical,6
AS1,MDR06,chemical,10
AS1,MDR07,chemical,10
AS1,VD1,chemical,20
AS10,MDL20,chemical,3
AS10,MDL21,chemical,2
AS10,MDR21,chemical,3
AS10,MDR22,chemical,2
AS10,VD10,chemical,10
AS10,VD11,chemical,10
AS11,DB7,chemical,1
AS11,DD6,chemical,2
AS11,MDL21,chemical,3
AS11,MDL22,chemical,2
AS11,MDR22,chemical,2
AS11,MDR23,chemical,2
AS11,VD12,chemical,20
AS11,VD13,chemical,3
AS2,DB1,chemical,1
AS2,DD1,chemical,3
AS2,MDL07,chemical,2
AS2,MDL08,chemical,5
AS2,MDL09,chemical,6
AS2,MDR07,chemical,3
AS2,MDR08,chemical,4
AS2,MDR09,chemical,2
AS2,RID,chemical,2
AS2,VD2,chemical,21
AS3,DA3,chemical,1
AS3,DD1,chemical,2
AS3,MDL09,chemical,1
AS3,MDL10,chemical,7
AS3,MDR09,chemical,8
AS3,MDR10,chemical,5
AS3,VD3,chemical,23
AS4,DA3,chemical,2
AS4,DB2,chemical,2
AS4,DD1,chemical,2
AS4,DD2,chemical,4
AS4,MDL10,chemical,5
AS4,MDL11,chemical,5
AS4,MDL12,chemical,2
AS4,MDR11,chemical,4
AS4,MDR12,chemical,5
AS4,VD4,chemical,21
AS5,AS5,chemical,3
AS5,DA4,chemical,1
AS5,DD3,chemical,1
AS5,MDL11,chemical,2
AS5,MDL12,chemical,8
AS5,MDR12,chemical,2
AS5,PVDL,chemical,1
AS5,VD5,chemical,12
AS6,DA5,chemical,1
AS6,DB4,chemical,1
AS6,DD3,chemical,4
AS6,MDL13,chemical,2
AS6,MDL14,chemical,3
AS6,MDR13,chemical,5
AS6,MDR14,chemical,9
AS6,VD6,chemical,20
AS7,MDL15,chemical,2
AS7,MDL16,chemical,3
AS7,MDR15,chemical,2
AS7,MDR16,chemical,3
AS7,VD7,chemical,20
AS8,MDL17,chemical,2
AS8,MDL18,chemical,3
AS8,MDR17,chemical,2
AS8,MDR18,chemical,3
AS8,VD8,chemical,20
AS9,MDL19,chemical,3
AS9,MDL20,chemical,2
AS9,MDR19,chemical,2
AS9,MDR20,chemical,3
AS9,VD9,chemical,20
ASEL,ADFR,chemical,1
ASEL,AFDR,chemical,3
ASEL,AIAL,chemical,6
ASEL,AIBL,chemical,16
ASEL,AIBR,chemical,13
ASEL,AIYL,chemical,32
ASEL,AIYR,chemical,21
ASEL,AIZL,chemical,1
ASEL,ASER,chemical,2
ASEL,ASJL,chemical,1
ASEL,AWBL,chemical,1
ASEL,AWCL,chemical,16
ASEL,AWCR,chemical,11
ASEL,IL2R,chemical,1
ASEL,OLLR,chemical,1
ASEL,RIAR,chemical,2
ASEL,RIR,chemical,1
ASER,ADLL,chemical,4
ASER,ADLR,chemical,1
ASER,AFDL,chemical,2
ASER,AFDR,chemical,3
ASER,AIAL,chemical,8
ASER,AIAR,chemical,4
ASER,AIBL,chemical,4
ASER,AIBR,chemical,32
ASER,AIYL,chemical,9
ASER,AIYR,chemical,38
ASER,AIZL,chemical,1
ASER,ASEL,chemical,3
ASER,ASHR,chemical,2
ASER,ASKL,chemical,1
ASER,AWAR,chemical,1
ASER,AWCL,chemical,1
ASER,AWCR,chemical,1
ASER,hyp,chemical,2
ASGL,AIAL,chemical,46
ASGL,AIBL,chemical,17
ASGL,AINR,chemical,2
ASGL,ASKL,chemical,2
ASGR,AIAR,chemical,51
ASGR,AIBR,chemical,20
ASGR,AIYR,chemical,1
ASGR,ASER,chemical,3
ASHL,ADAL,chemical,2
ASHL,ADFL,chemical,6
ASHL,ADLL,chemical,6
ASHL,AIAL,chemical,24
ASHL,AIBL,chemical,13
ASHL,AIZL,chemical,3
ASHL,ASKL,chemical,1
ASHL,AVAL,chemical,15
ASHL,AVAR,chemical,1
ASHL,AVBL,chemical,14
ASHL,AVDL,chemical,7
ASHL,AVDR,chemical,20
ASHL,AVFL,chemical,2
ASHL,AVHR,chemical,2
ASHL,HSNL,chemical,2
ASHL,RIAL,chemical,9
ASHL,RIML,chemical,4
ASHL,RIPL,chemical,4
ASHL,RIR,chemical,4
ASHL,URXL,chemical,2
ASHR,ADAR,chemical,5
ASHR,ADFR,chemical,3
ASHR,ADLR,chemical,13
ASHR,AIAR,chemical,28
ASHR,AIBR,chemical,7
ASHR,ASHR,chemical,2
ASHR,AVAR,chemical,10
ASHR,AVBR,chemical,6
ASHR,AVDL,chemical,27
ASHR,AVDR,chemical,2
ASHR,AVER,chemical,7
ASHR,AVHL,chemical,1
ASHR,AWAR,chemical,1
ASHR,AWBL,chemical,1
ASHR,HSNL,chemical,4
ASHR,HSNR,chemical,5
ASHR,PVCL,chemical,3
ASHR,PVPR,chemical,1
ASHR,RIAR,chemical,3
ASHR,RMGR,chemical,6
ASHR,SMBVR,chemical,7
ASIL,ADFL,chemical,1
ASIL,AIAL,chemical,2
ASIL,AIBL,chemical,3
ASIL,AIYL,chemical,3
ASIL,AIYR,chemical,2
ASIL,AIZL,chemical,1
ASIL,ASER,chemical,8
ASIL,ASGL,chemical,3
ASIL,ASKL,chemical,3
ASIL,AWAR,chemical,2
ASIL,AWCL,chemical,3
ASIL,AWCR,chemical,4
ASIL,CEPVR,chemical,1
ASIL,RIAL,chemical,3
ASIL,RIBL,chemical,1
ASIL,RMFL,chemical,1
ASIL,SAAVL,chemical,2
ASIR,ADLR,chemical,1
ASIR,AIAL,chemical,1
ASIR,AIAR,chemical,4
ASIR,AIBR,chemical,3
ASIR,ASEL,chemical,2
ASIR,ASER,chemical,2
ASIR,ASGR,chemical,3
ASIR,ASHR,chemical,2
ASIR,AWAR,chemical,1
ASIR,AWCL,chemical,2
ASIR,AWCR,chemical,5
ASIR,CEPVR,chemical,1
ASIR,CEPshVR,chemical,4
ASIR,hyp,chemical,2
ASJL,ALA,chemical,3
ASJL,ASKL,chemical,12
ASJL,ASKR,chemical,1
ASJL,CEPDL,chemical,1
ASJL,HSNL,chemical,1
ASJL,HSNR,chemical,1
ASJL,PVQL,chemical,34
ASJR,ASKR,chemical,12
ASJR,HSNR,chemical,1
ASJR,PVQR,chemical,19
ASJR,hyp,chemical,1
ASKL,AIAL,chemical,29
ASKL,AIBL,chemical,9
ASKL,AIML,chemical,5
ASKL,ASER,chemical,4
ASKL,ASJL,chemical,1
ASKR,ADLR,chemical,3
ASKR,AIAL,chemical,1
ASKR,AIAR,chemical,35
ASKR,AIBR,chemical,2
ASKR,AIMR,chemical,5
ASKR,ALA,chemical,1
ASKR,ASER,chemical,1
ASKR,ASGR,chemical,1
ASKR,AWAR,chemical,2
ASKR,CEPVR,chemical,2
ASKR,HSNL,chemical,1
ASKR,RIFR,chemical,1
AUAL,ADFL,chemical,1
AUAL,AIBR,chemical,1
AUAL,AIYL,chemical,1
AUAL,AIZL,chemical,2
AUAL,AVAL,chemical,11
AUAL,AVDR,chemical,2
AUAL,AVEL,chemical,9
AUAL,BAGR,chemical,3
AUAL,DVA,chemical,2
AUAL,RIAL,chemical,21
AUAL,RIBL,chemical,35
AUAL,URXL,chemical,1
AUAR,AINL,chemical,1
AUAR,AINR,chemical,1
AUAR,AIYR,chemical,1
AUAR,AIZR,chemical,2
AUAR,AVAR,chemical,3
AUAR,AVER,chemical,13
AUAR,BAGL,chemical,1
AUAR,RIAR,chemical,22
AUAR,RIBR,chemical,31
AUAR,URXR,chemical,5
AVAL,AS10,chemical,5
AVAL,AS11,chemical,8
AVAL,AS2,chemical,2
AVAL,AS4,chemical,2
AVAL,AS5,chemical,6
AVAL,AS7,chemical,6
AVAL,AS8,chemical,6
AVAL,AVAR,chemical,12
AVAL,AVBL,chemical,2
AVAL,AVDL,chemical,3
AVAL,AVDR,chemical,2
AVAL,AVEL,chemical,1
AVAL,AVER,chemical,2
AVAL,DA1,chemical,6
AVAL,DA2,chemical,10
AVAL,DA3,chemical,12
AVAL,DA4,chemical,12
AVAL,DA5,chemical,14
AVAL,DA6,chemical,1
AVAL,DA7,chemical,4
AVAL,DA8,chemical,5
AVAL,DA9,chemical,3
AVAL,DB5,chemical,2
AVAL,DB7,chemical,2
AVAL,LUAL,chemical,6
AVAL,LUAR,chemical,2
AVAL,PVCL,chemical,21
AVAL,PVCR,chemical,16
AVAL,PVNL,chemical,1
AVAL,RIAL,chemical,3
AVAL,SABVL,chemical,2
AVAL,VA1,chemical,2
AVAL,VA10,chemical,9
AVAL,VA11,chemical,6
AVAL,VA12,chemical,5
AVAL,VA2,chemical,8
AVAL,VA3,chemical,6
AVAL,VA4,chemical,7
AVAL,VA5,chemical,7
AVAL,VA6,chemical,8
AVAL,VA7,chemical,7
AVAL,VA8,chemical,7
AVAL,VA9,chemical,7
AVAL,hyp,chemical,1
AVAR,AS1,chemical,2
AVAR,AS11,chemical,10
AVAR,AS2,chemical,3
AVAR,AS4,chemical,2
AVAR,AS5,chemical,1
AVAR,AS6,chemical,2
AVAR,AS7,chemical,6
AVAR,AS8,chemical,10
AVAR,AS9,chemical,10
AVAR,AVAL,chemical,7
AVAR,AVBL,chemical,3
AVAR,AVBR,chemical,4
AVAR,AVDL,chemical,3
AVAR,AVDR,chemical,6
AVAR,AVEL,chemical,2
AVAR,AVER,chemical,3
AVAR,DA1,chemical,2
AVAR,DA2,chemical,9
AVAR,DA3,chemical,8
AVAR,DA4,chemical,9
AVAR,DA5,chemical,9
AVAR,DA6,chemical,4
AVAR,DA7,chemical,6
AVAR,DA8,chemical,20
AVAR,DA9,chemical,3
AVAR,DB2,chemical,2
AVAR,DB3,chemical,2
AVAR,DB5,chemical,2
AVAR,LUAL,chemical,4
AVAR,LUAR,chemical,16
AVAR,PDEL,chemical,3
AVAR,PDER,chemical,3
AVAR,PVCL,chemical,20
AVAR,PVCR,chemical,20
AVAR,RIGL,chemical,1
AVAR,SAAVR,chemical,6
AVAR,SABVR,chemical,2
AVAR,SMDVR,chemical,1
AVAR,VA10,chemical,4
AVAR,VA11,chemical,13
AVAR,VA2,chemical,5
AVAR,VA3,chemical,6
AVAR,VA4,chemical,6
AVAR,VA5,chemical,2
AVAR,VA6,chemical,9
AVAR,VA7,chemical,7
AVAR,VA8,chemical,7
AVAR,VA9,chemical,7
AVAR,hyp,chemical,1
AVBL,AS10,chemical,2
AVBL,AS4,chemical,1
AVBL,AS5,chemical,2
AVBL,AVAL,chemical,9
AVBL,AVAR,chemical,14
AVBL,AVBR,chemical,6
AVBL,AVDR,chemical,3
AVBL,AVEL,chemical,1
AVBL,AVER,chemical,1
AVBL,AVJR,chemical,1
AVBL,AVL,chemical,1
AVBL,DA5,chemical,1
AVBL,DA7,chemical,1
AVBL,DVA,chemical,2
AVBL,PVCR,chemical,2
AVBL,PVNR,chemical,3
AVBL,PVPR,chemical,3
AVBL,SDQL,chemical,1
AVBL,VA10,chemical,1
AVBL,VA11,chemical,1
AVBL,VA2,chemical,3
AVBL,VB2,chemical,3
AVBL,VC3,chemical,3
AVBL,hyp,chemical,1
AVBR,AIBR,chemical,1
AVBR,AS1,chemical,2
AVBR,AS10,chemical,1
AVBR,AS3,chemical,3
AVBR,AS4,chemical,1
AVBR,AS5,chemical,2
AVBR,AVAL,chemical,10
AVBR,AVAR,chemical,14
AVBR,AVBL,chemical,2
AVBR,AVDL,chemical,4
AVBR,AVER,chemical,2
AVBR,AVJL,chemical,2
AVBR,DA3,chemical,3
AVBR,DA7,chemical,1
AVBR,HSNR,chemical,1
AVBR,MVL16,chemical,1
AVBR,MVR16,chemical,1
AVBR,VA4,chemical,2
AVBR,VA7,chemical,1
AVBR,VD3,chemical,2
AVBR,hyp,chemical,9
AVDL,AS10,chemical,1
AVDL,AS11,chemical,4
AVDL,AS4,chemical,2
AVDL,AVAL,chemical,37
AVDL,AVAR,chemical,37
AVDL,AVDR,chemical,5
AVDL,AVEL,chemical,5
AVDL,AVJL,chemical,1
AVDL,DA1,chemical,4
AVDL,DA2,chemical,2
AVDL,DA3,chemical,9
AVDL,DA4,chemical,3
AVDL,DA5,chemical,1
